# In-place string replacements (data sections), org -> dds_en

### cluster off 00062fe9-000630f5  sec .rdata  VA 004647e9
  * off=00062fe8 va=004647e8 len_jp=3   len_en=5   | '\x01死'                                    | '\x01Dead'
  * off=0006a516 va=0046c916 len_jp=0   len_en=9   | ''                                         | '\x10\x10\x1c\x10\x10p�覗'
  * off=0006a528 va=0046c928 len_jp=0   len_en=7   | ''                                         | '\x18�\x04\x04\x04\x080'
  * off=0006a539 va=0046c939 len_jp=0   len_en=1   | ''                                         | '\uf8f2'
  * off=0006a542 va=0046c942 len_jp=0   len_en=13  | ''                                         | '  8潺\\djｪｲ｢ﾄ\x08'
  * off=0006a553 va=0046c953 len_jp=0   len_en=11  | ''                                         | '\x80тｂｂ\x80@P '
  * off=0006a562 va=0046c962 len_jp=0   len_en=2   | ''                                         | '0\x08'
  * off=0006a566 va=0046c966 len_jp=0   len_en=9   | ''                                         | '8ﾄ\x02\x02\x02\x04\x04\x080'
  * off=0006a572 va=0046c972 len_jp=0   len_en=2   | ''                                         | '`\x18'
  * off=0006a575 va=0046c975 len_jp=0   len_en=10  | ''                                         | '\x1c�\x08\x10 0PP錘'
  * off=0006a582 va=0046c982 len_jp=0   len_en=13  | ''                                         | ' $"2� ,2"b｢�$'
  * off=0006a592 va=0046c992 len_jp=0   len_en=13  | ''                                         | '   $2鵯HHHH��'
  * off=0006a5a2 va=0046c9a2 len_jp=0   len_en=13  | ''                                         | ' \x18�\x08\x0e|\x04\x02~\x80\x80@<'
  * off=0006a5b2 va=0046c9b2 len_jp=0   len_en=13  | ''                                         | '\x04\x04\x08\x10 @@ \x10\x08\x04\x02\x02'
  * off=0006a5c2 va=0046c9c2 len_jp=0   len_en=13  | ''                                         | '\x04\x04т桷ттД\x08'
  * off=0006a5d4 va=0046c9d4 len_jp=0   len_en=3   | ''                                         | '|\x04\x08'
  * off=0006a5dc va=0046c9dc len_jp=0   len_en=3   | ''                                         | '@\x80~'
  * off=0006a5e2 va=0046c9e2 len_jp=0   len_en=13  | ''                                         | '@  \x16�\x08\x04\x04~\x80\x80@<'
  * off=0006a5f2 va=0046c9f2 len_jp=0   len_en=13  | ''                                         | '\x80@@@@@@@@@BD8'
  * off=0006a602 va=0046ca02 len_jp=0   len_en=13  | ''                                         | '\x08\x08\x0e�\x08(XH8\x08\x08\x10 '
  * off=0006a612 va=0046ca12 len_jp=0   len_en=13  | ''                                         | '\x04\x04DDN\ue2f4DDH@@<'
  * off=0006a623 va=0046ca23 len_jp=0   len_en=12  | ''                                         | '|\x08\x10 \uf8f2\x08\x10   \x10\x08'

### cluster off 0006a64b-0006aa26  sec .data  VA 0046ca4b
  * off=0006a64b va=0046ca4b len_jp=3   len_en=4   | '\x10(\x10'                                | '\x18$$\x18'
  * off=0006a652 va=0046ca52 len_jp=0   len_en=9   | ''                                         | '\x1f\x18\x18\x18\x18\x18\x18\x18\x18'
  * off=0006a65b va=0046ca5b len_jp=3   len_en=0   | '\x10\x10\x10'                             | ''
  * off=0006a663 va=0046ca63 len_jp=11  len_en=0   | '\x10\x10\x10\x10\x10\x10\x10\x10\x10\x10p' | ''
  * off=0006a66e va=0046ca6e len_jp=0   len_en=1   | ''                                         | '<'
  * off=0006a67c va=0046ca7c len_jp=2   len_en=3   | ' \x10'                                    | '`0\x18'
  * off=0006a687 va=0046ca87 len_jp=2   len_en=0   | '\x18\x18'                                 | ''
  * off=0006a689 va=0046ca89 len_jp=0   len_en=1   | ''                                         | '\x18'
  * off=0006a693 va=0046ca93 len_jp=11  len_en=12  | '|\x04\x04\x04|\x04\x04\x08\x08\x10`'      | '\uf8f2\x06\x06\x06\uf8f2\x06\x06\x06\x0c\x180`'
  * off=0006a6a8 va=0046caa8 len_jp=6   len_en=7   | '|\x04\x18\x10\x10 '                       | '\uf8f2\x066<0`ﾀ'
  * off=0006a6b7 va=0046cab7 len_jp=0   len_en=8   | ''                                         | '\x06\x0c\x188ﾘ\x18\x18\x18'
  * off=0006a6c7 va=0046cac7 len_jp=0   len_en=8   | ''                                         | '\x10\uf8f2ﾆﾆ\x06\x04\x08p'
  * off=0006a6d8 va=0046cad8 len_jp=0   len_en=7   | ''                                         | 'x00000�'
  * off=0006a6e7 va=0046cae7 len_jp=0   len_en=8   | ''                                         | '\x18\x18\uf8f2\x1888X�'
  * off=0006a6f7 va=0046caf7 len_jp=0   len_en=8   | ''                                         | '``\uf8f2b4000'
  * off=0006a708 va=0046cb08 len_jp=0   len_en=7   | ''                                         | '|\x0c\x0c\x18\x18\x18\uf8f2'
  * off=0006a718 va=0046cb18 len_jp=0   len_en=7   | ''                                         | '~\x06\x06>\x06\x06~'
  * off=0006a728 va=0046cb28 len_jp=0   len_en=7   | ''                                         | '末�\x06\x04\x08p'
  * off=0006a737 va=0046cb37 len_jp=2   len_en=0   | '\x80~'                                    | ''
  * off=0006a739 va=0046cb39 len_jp=0   len_en=1   | ''                                         | '\uf8f2'
  * off=0006a743 va=0046cb43 len_jp=11  len_en=12  | '|\x04\x14\x14\x18\x10\x10\x10\x10  '      | '\uf8f2\x02\x022448000`ﾀ'
  * off=0006a752 va=0046cb52 len_jp=0   len_en=13  | ''                                         | '\x06\x06\x0c\x0c\x188ﾘ\x18\x18\x18\x18\x18\x18'
  * off=0006a762 va=0046cb62 len_jp=0   len_en=13  | ''                                         | '\x18\x18\uf8f2ﾆﾆF\x06\x06\x06\x06\x06\x0c8'
  * off=0006a773 va=0046cb73 len_jp=11  len_en=12  | '|\x10\x10\x10\x10\x10\x10\x10\x10\x10|'   | '�0000000000�'
  * off=0006a782 va=0046cb82 len_jp=0   len_en=13  | ''                                         | '\x0c\x0c\x0c\uf8f2\x0c\x1c\x1c<,lL�\x0c'
  * off=0006a792 va=0046cb92 len_jp=0   len_en=13  | ''                                         | '```\uf8f2ffffffFF�'
  * off=0006a7a2 va=0046cba2 len_jp=0   len_en=13  | ''                                         | '00\uf8f20\x18\x18\x18\uf8f2\x0c\x0c\x06\x06\x06'
  * off=0006a7b2 va=0046cbb2 len_jp=0   len_en=13  | ''                                         | '`~fﾆﾆ�\x06\x0c\x0c\x18\x180`'
  * off=0006a7c2 va=0046cbc2 len_jp=0   len_en=13  | ''                                         | '@@~XX�\x18\x18\x18\x18\x100`'
  * off=0006a7d3 va=0046cbd3 len_jp=11  len_en=0   | '|\x04\x04\x04\x04\x04\x04\x04\x04\x04|'   | ''
  * off=0006a7e2 va=0046cbe2 len_jp=0   len_en=13  | ''                                         | 'll\uf8f2lll\x0c\x0c\x0c\x0c\x0c\x18p'
  * off=0006a7f2 va=0046cbf2 len_jp=0   len_en=13  | ''                                         | 'ﾀ \x06\x06ﾆ&\x06\x0c\x0c\x18\x180�'
  * off=0006a803 va=0046cc03 len_jp=11  len_en=12  | '|\x04\x04\x04\x08\x08\x18\x18$$D'         | '\uf8f2\x06\x06\x0c\x0c\x18\x1846bﾂ�'
  * off=0006a812 va=0046cc12 len_jp=0   len_en=13  | ''                                         | '``\uf8f2fffdh````>'
  * off=0006a822 va=0046cc22 len_jp=0   len_en=13  | ''                                         | '\x06ﾆﾆff&\x04\x0c\x0c\x0c\x180`'
  * off=0006a832 va=0046cc32 len_jp=0   len_en=13  | ''                                         | '`~fﾆﾆ�6\x1c\x0c\x18\x180`'
  * off=0006a842 va=0046cc42 len_jp=0   len_en=13  | ''                                         | '\x06\x1cx\x18\x18\x18\uf8f2\x18\x18\x18\x18\x10`'
  * off=0006a853 va=0046cc53 len_jp=11  len_en=12  | 'TTTTT\x04\x04\x08\x08\x10`'               | '末末�\x06\x06\x06\x04\x0c\x18p'
    off=0006a863 va=0046cc63 len_jp=1   len_en=1   | '|'                                        | '|'
  * off=0006a866 va=0046cc66 len_jp=8   len_en=9   | '|\x10\x10\x10\x10  @'                     | '\uf8f2\x18\x18\x18\x18\x18\x18\x10`'
  * off=0006a872 va=0046cc72 len_jp=0   len_en=13  | ''                                         | '``````xnd````'
  * off=0006a882 va=0046cc82 len_jp=0   len_en=13  | ''                                         | '\x18\x18\x18\uf8f2\x18\x18\x18\x18\x18\x18\x18\x10`'
  * off=0006a893 va=0046cc93 len_jp=0   len_en=2   | ''                                         | '\x08x'
  * off=0006a895 va=0046cc95 len_jp=1   len_en=0   | 'x'                                        | ''
  * off=0006a89d va=0046cc9d len_jp=1   len_en=2   | '|'                                        | '\x04\uf8f2'
  * off=0006a8a3 va=0046cca3 len_jp=11  len_en=12  | '|\x04\x04\x04H(\x10\x18($D'               | '~\x06\x06\x06\x0cL8\x18<&B\x80'
  * off=0006a8b2 va=0046ccb2 len_jp=0   len_en=13  | ''                                         | '\x18\x18\uf8f2\x06\x06\x0c\x18<ﾚ\x18\x18\x18\x18'
  * off=0006a8c3 va=0046ccc3 len_jp=11  len_en=12  | '\x04\x04\x04\x04\x04\x08\x08\x10\x10 @'   | '\x06\x06\x06\x06\x06\x0c\x0c\x18\x180`ﾀ'
  * off=0006a8d2 va=0046ccd2 len_jp=0   len_en=13  | ''                                         | '\x18\x08\x08LDDDFF����'
  * off=0006a8e3 va=0046cce3 len_jp=11  len_en=12  | '@@@Lp@@@@@<'                              | 'ﾀﾀﾀﾆﾞ\ue65fﾀﾀﾀ烝'
  * off=0006a8f3 va=0046ccf3 len_jp=11  len_en=12  | '|\x04\x04\x04\x04\x04\x04\x08\x08\x10 '   | '\uf8f2\x06\x06\x06\x06\x06\x06\x06\x06\x04\x08p'
  * off=0006a903 va=0046cd03 len_jp=11  len_en=0   | '\x10\x100((HH\x04\x04\x04\x04'            | ''
  * off=0006a912 va=0046cd12 len_jp=0   len_en=13  | ''                                         | '000\uf8f2000ｴｶｲ000'
  * off=0006a923 va=0046cd23 len_jp=11  len_en=12  | '|\x04\x04\x04H80\x10\x10\x08\x08'         | '\uf8f2\x06\x06\x06\x06\x0c\x0cX0\x18\x1c\x0c'
  * off=0006a933 va=0046cd33 len_jp=3   len_en=3   | '`\x18\x04'                                | '`\x1e\x06'
  * off=0006a937 va=0046cd37 len_jp=2   len_en=3   | '`\x18'                                    | '`\x1e\x06'
  * off=0006a93b va=0046cd3b len_jp=3   len_en=0   | '`\x18\x04'                                | ''
  * off=0006a93e va=0046cd3e len_jp=0   len_en=1   | ''                                         | '\x06'
  * off=0006a943 va=0046cd43 len_jp=11  len_en=12  | '\x10\x10\x10\x10 (((Lt\x04'               | '\x10\x100  `@ﾈﾄﾆ\uf8f2\x06'
  * off=0006a953 va=0046cd53 len_jp=11  len_en=12  | '\x04\x04\x04\x04(\x18\x18\x08\x14$@'      | '\x06\x06\x06\x06&\x1c\x0c\x0c\x1a\x10 ﾀ'
  * off=0006a963 va=0046cd63 len_jp=11  len_en=12  | '|\x10\x10\x10|\x10\x10\x10\x10\x10\x0c'   | '|000\uf8f2000000\x1e'
  * off=0006a972 va=0046cd72 len_jp=0   len_en=13  | ''                                         | '@@@\uf8f2""$\x18\x10\x10\x08\x08\x08'
  * off=0006a983 va=0046cd83 len_jp=11  len_en=0   | '<\x04\x04\x04\x04\x08\x08\x08\x08\x08|'   | ''
  * off=0006a993 va=0046cd93 len_jp=11  len_en=0   | '|\x04\x04\x04\x04<\x04\x04\x04\x04|'      | ''
    off=0006a9a3 va=0046cda3 len_jp=1   len_en=1   | '|'                                        | '|'
  * off=0006a9a6 va=0046cda6 len_jp=8   len_en=9   | '|\x04\x04\x04\x08\x08\x10 '               | '\uf8f2\x06\x06\x06\x06\x06\x04\x08p'
  * off=0006a9b2 va=0046cdb2 len_jp=0   len_en=13  | ''                                         | '\x0cllllll,\x0c\x0c\x0c\x18p'
  * off=0006a9c2 va=0046cdc2 len_jp=0   len_en=13  | ''                                         | '\x18\x18XXXXXXXZ^�\x18'
  * off=0006a9d2 va=0046cdd2 len_jp=0   len_en=13  | ''                                         | '```````bbdlxp'
  * off=0006a9e3 va=0046cde3 len_jp=11  len_en=0   | '|DDDDDDDD|D'                              | ''
  * off=0006a9ee va=0046cdee len_jp=0   len_en=1   | ''                                         | '\uf8f2'
  * off=0006a9f3 va=0046cdf3 len_jp=11  len_en=12  | '|DDDD\x04\x04\x08\x08\x10 '               | '\uf8f2ﾆﾆﾆ\x06\x06\x06\x06\x0c\x0c\x18p'
  * off=0006aa03 va=0046ce03 len_jp=11  len_en=0   | '@$\x14\x04\x04\x04\x04\x08\x08\x10`'      | ''
  * off=0006aa0e va=0046ce0e len_jp=0   len_en=1   | ''                                         | '�'
  * off=0006aa12 va=0046ce12 len_jp=0   len_en=3   | ''                                         | 'Hll'
  * off=0006aa22 va=0046ce22 len_jp=0   len_en=4   | ''                                         | '0HH0'
  * off=0006aa26 va=0046ce26 len_jp=1   len_en=0   | '0'                                        | ''

total changed strings: 322
