# Giten Megami Tensei translation table -- see docs/pipeline.md
# Edit the 'en' column only.  Leave it empty (or equal to 'jp') to keep the
# original bytes.  Escapes: \n newline, <wait> page-wait, {XX} control byte
# (keep them, in order), \\ \{ \< literal backslash / brace / angle.
file	rec	idx	off	tag	jp	en	ref_en	ref_src	status	note
m/MS005B.BIN	0:0F	60	1640	1FD2	渡邊：		Watanabe:	ours		reads: 園田：
m/MS005B.BIN	0:0F	61	1648	1FD3	済ま{08:25}が、宜しく頼む。\n<wait>		Sorry to ask this of you, but I'm counting on you.\n<wait>	ours		reads: 済まないが、宜しく頼む。\n<wait>; reads: 分かりました。\n<wait>
m/MS005B.BIN	0:0F	62	1679	1FD2	渡邊：		Watanabe:	ours		
m/MS005B.BIN	0:0F	63	1687	1FD3	さて{08:72}{08:45}で、		Now then...... there's\n	ours		reads: さて‥‥ここで、; reads: 済まないが、宜しく頼む。\n<wait>
m/MS005B.BIN	0:0F	64	1705	1F01	君に会わせ{08:4E}人物が{08:40}。\n<wait>		someone I'd like {04:FF} to meet.\n<wait>	ours		reads: 君に会わせたい人物がいる。\n<wait> @rebase-tagdiff
m/MS005B.BIN	0:0F	65	1736	1FD2	渡邊：		Watanabe:	ours		reads: さて‥‥ここで、
m/MS005B.BIN	0:0F	66	1744	1FD3	{08:72}入りたまえ！\n<wait>		......Come in!\n<wait>	ours		reads: ‥‥入りたまえ！\n<wait>; reads: 君に会わせたい人物がいる。\n<wait>
m/MS005B.BIN	0:0F	67	1823	1FD2	{08:03}：		Emi:	ours		reads: 英美：
m/MS005B.BIN	0:0F	68	1835	1F01	君！　生きて{08:72}生きていてく{08:60}のね！！\n<wait>		{04:FF}! You're alive...... you're really alive!!\n<wait>	ours		reads: 君！　生きて‥‥生きていてくれたのね！！\n<wait>; reads: ‥‥入りたまえ！\n<wait> @rebase-tagdiff
m/MS005B.BIN	0:0F	69	1880	1FD0	そう言う{08:03}の目{08:42}は大粒の涙が、関を切{08:51}かの様に溢れ出{08:4B}。\n<wait>		As she spoke, great tears welled up from Emi's eyes as though a\ndam had burst.\n<wait>	ours		reads: そう言う英美の目からは大粒の涙が、関を切ったかの様に溢れ出した。\n<wait>; reads: 英美：
m/MS005B.BIN	0:0F	70	1952	1FD2	{08:03}：		Emi:	ours		reads: 英美：; reads: 君！　生きて‥‥生きていてくれたのね！！\n<wait>
m/MS005B.BIN	0:0F	71	1958	1FD3	{01:03}も{08:72}偉い{08:72}ぞ{02:08}\nず{08:53}		Newton did well too...... so well......\nHe was\n	ours		reads: ニュートンも‥‥偉い‥‥ぞ‥‥‥\nずっと; reads: そう言う英美の目からは大粒の涙が、関を切ったかの様に溢れ出した。\n<wait>
m/MS005B.BIN	0:0F	72	1985	1F01	君の側に{08:64}{08:5F}ね！\n<wait>		by {04:FF}'s side the whole time!\n<wait>	ours		reads: 君の側にいたんだね！\n<wait>; reads: 英美： @rebase-tagdiff
m/MS005B.BIN	0:0F	73	2010	1FD2	{01:03}：		Newton:	ours		reads: ニュートン：; reads: ニュートンも‥‥偉い‥‥ぞ‥‥‥\nずっと
m/MS005B.BIN	0:0F	74	2016	1FD3	バウワウ！！\n<wait>		Bow-wow!!\n<wait>	ours		reads: 君の側にいたんだね！\n<wait>
m/MS005B.BIN	0:0F	75	2037	1FD0	{01:03}{08:62}勢い良く尻尾をふりながら、{08:03}に駆け寄{08:52}行{08:51}。\n<wait>		Newton dashed over to Emi, wagging his tail energetically.\n<wait>	ours		reads: ニュートンは、勢い良く尻尾をふりながら、英美に駆け寄って行った。\n<wait>; reads: ニュートン：
m/MS005B.BIN	0:0F	76	2099	1FD2	{08:00}：		Hayasaka:	ours		reads: 早坂：
m/MS005B.BIN	0:0F	77	2111	1F01	、再び生きてお前に会{08:28}{08:6A}て{02:08}俺は{02:08}\n<wait>		{04:FF}, to think I'd get to see you alive again...... I......\n<wait>	ours		reads: 、再び生きてお前に会えるなんて‥‥‥俺は‥‥‥\n<wait>; reads: ニュートンは、勢い良く尻尾をふりながら、英美に駆け寄って行った。\n<wait> @rebase-tagdiff
m/MS005B.BIN	0:0F	78	2154	1FD0	思いもよらぬ再会に、{08:00}の目{08:42}も、堪え切れ{08:25}涙が溢れ出{08:4B}。\n<wait>		At this unexpected reunion, tears he could not hold back welled up in\nHayasaka's eyes as well.\n<wait>	ours		reads: 思いもよらぬ再会に、早坂の目からも、堪え切れない涙が溢れ出した。\n<wait>; reads: 早坂：
m/MS005B.BIN	0:0F	79	2219	1FD2	渡邊：		Watanabe:	ours		reads: 、再び生きてお前に会えるなんて‥‥‥俺は‥‥‥\n<wait>
m/MS005B.BIN	0:0F	80	2227	1FD3	お互い{08:72}積もる話も色々と{08:7B}{08:8C}。\n私{08:62}{08:48}で失礼{08:8E}よ。\n<wait>		I'm sure you all have plenty of catching up to do......\nI'll excuse myself here.\n<wait>	ours		reads: お互い‥‥積もる話も色々とあるだろう。\n私は、これで失礼するよ。\n<wait>; reads: 思いもよらぬ再会に、早坂の目からも、堪え切れない涙が溢れ出した。\n<wait>
m/MS005B.BIN	0:0F	81	2347	1FD2	{08:37}：		Sonoda:	ours		reads: 園田：
m/MS005B.BIN	0:0F	82	2353	1FD3	俺も{08:72}外で待っ{08:2B}よ。\n<wait>		I'll...... wait outside too.\n<wait>	ours		reads: 俺も‥‥外で待ってるよ。\n<wait>; reads: お互い‥‥積もる話も色々とあるだろう。\n私は、これで失礼するよ。\n<wait>
m/MS005B.BIN	0:0F	83	2382	1FD2	{08:39}：		Kamikawa:	ours		reads: 上河：; reads: 園田：
m/MS005B.BIN	0:0F	84	2388	1FD3	あ{08:72}ぼ、僕も外で待{08:52}{08:5A}！\n<wait>		Ah...... I-I'll wait outside too!\n<wait>	ours		reads: あ‥‥ぼ、僕も外で待ってます！\n<wait>; reads: 俺も‥‥外で待ってるよ。\n<wait>
m/MS005B.BIN	0:0F	85	2438	1FD0	渡邊も{08:37}も、		Both Watanabe and Sonoda,\n	ours		reads: 渡邊も園田も、; reads: 上河：
m/MS005B.BIN	0:0F	86	2456	1F01	達に気を使い、出て行{08:52}{08:1F}。\n<wait>		out of consideration for {04:FF} and the others, left the room.\n<wait>	ours		reads: 達に気を使い、出て行ってしまった。\n<wait>; reads: あ‥‥ぼ、僕も外で待ってます！\n<wait> @rebase-tagdiff
m/MS005B.BIN	0:0F	87	2495	1F01	に{08:62}{02:01}の詰所の中が、まるで、かつての{08:10}の\n詰所の中の様に思{08:41}。\n<wait>		To {04:FF}, the inside of {02:01}'s barracks felt just like the old\nshelter's guard post.\n<wait>	ours		reads: には、ペンタグランマの詰所の中が、まるで、かつてのシェルターの\n詰所の中の様に思えた。\n<wait>; reads: 渡邊も園田も、 @rebase-tagdiff
m/MS005B.BIN	0:0F	88	2563	1FBA	こう{08:13}内にも、扉を開けて		It felt as if, at any moment, the door might open and	ours		reads: こうしている内にも、扉を開けて; reads: 達に気を使い、出て行ってしまった。\n<wait>
m/MS005B.BIN	0:0F	89	2593	1F01	が現れ、{08:02}や{08:04}が\n奥{08:42}出て来る様に感じた。\n<wait>		{04:FE} would walk in, with Yamase and Nishino\nstepping out from the back.\n<wait>	ours		reads: が現れ、山瀬や西野が\n奥から出て来る様に感じた。\n<wait>; reads: には、ペンタグランマの詰所の中が、まるで、かつてのシェルターの\n詰所の中の様に思えた。\n<wait> @rebase-tagdiff
m/MS005B.BIN	0:0F	90	2641	1FBA	知らずうちに、		Before he even realized it,	ours		reads: こうしている内にも、扉を開けて
m/MS005B.BIN	0:0F	91	2661	1F01	の両目{08:42}も、一筋の涙が伝い落ちて{08:64}。\n<wait>		a single tear had trailed down {04:FF}'s cheeks.\n<wait>	ours		reads: の両目からも、一筋の涙が伝い落ちていた。\n<wait>; reads: が現れ、山瀬や西野が\n奥から出て来る様に感じた。\n<wait> @rebase-tagdiff
m/MS005B.BIN	0:0F	92	2706	1FD2	{08:03}：		Emi:	ours		reads: 英美：
m/MS005B.BIN	0:0F	93	2718	1F01	くん{02:08}‥\n<wait>	............\n<wait>	{04:FF}......\n<wait>	ours	draft	reads: くん‥‥‥‥\n<wait>; reads: の両目からも、一筋の涙が伝い落ちていた。\n<wait> @rebase-tagdiff @ours-2026-09-05
m/MS005B.BIN	0:0F	94	2743	1FD0	ふたりの顔を見回し、懐かしい{08:0F}と再会{08:4B}喜びを実感し{08:69}と{08:4B}{08:79}時、\nそこに{08:04}の姿が無い事に、		Just as he looked between the two of them, taking in the joy of\nreuniting with old comrades, he noticed\n	ours		reads: ふたりの顔を見回し、懐かしい仲間と再会した喜びを実感しようとしたその時、\nそこに西野の姿が無い事に、; reads: 英美：
m/MS005B.BIN	0:0F	95	2836	1F01	は気づ{08:64}。\n<wait>		{04:FF} noticed Nishino wasn't there.\n<wait>	ours		reads: は気づいた。\n<wait>; reads: くん‥‥‥‥\n<wait> @rebase-tagdiff
m/MS005B.BIN	0:0F	96	2853	1FBA	不吉な予感に、		At the ominous feeling that struck him,	ours		reads: ふたりの顔を見回し、懐かしい仲間と再会した喜びを実感しようとしたその時、\nそこに西野の姿が無い事に、
m/MS005B.BIN	0:0F	97	2873	1F01	の表情は固く強張{08:51}。\n<wait>		{04:FF}'s expression stiffened.\n<wait>	ours		reads: の表情は固く強張った。\n<wait>; reads: は気づいた。\n<wait> @rebase-tagdiff
m/MS005B.BIN	0:0F	98	2900	1FBA	{08:4D}に気づ{08:64}のか、{08:03}と{08:00}は顔を見合わせ、ひと呼吸置{08:64}後、\n{08:04}の事について語り出{08:4B}。\n<wait>		Sensing this, Emi and Hayasaka exchanged a glance, and after a\nmoment's pause, began to speak of what happened to Nishino.\n<wait>	ours		reads: それに気づいたのか、英美と早坂は顔を見合わせ、ひと呼吸置いた後、\n西野の事について語り出した。\n<wait>
m/MS005B.BIN	0:0F	99	2988	1FD2	{08:03}：		Emi:	ours		reads: 英美：; reads: の表情は固く強張った。\n<wait>
m/MS005B.BIN	0:0F	100	2994	1FD3	心配いら{08:25}わ、隊長は{01:31}よ。\n<wait>		Don't worry, the Captain's safe.\n<wait>	ours		reads: 心配いらないわ、隊長は無事よ。\n<wait>; reads: それに気づいたのか、英美と早坂は顔を見合わせ、ひと呼吸置いた後、\n西野の事について語り出した。\n<wait>
m/MS005B.BIN	0:0F	101	3029	1FD2	{08:03}：		Emi:	ours		reads: 英美：
m/MS005B.BIN	0:0F	102	3035	1FD3	{08:82}{02:08}\n<wait>	It's just.........\n<wait>			draft	reads: ただ‥‥‥\n<wait>; reads: 心配いらないわ、隊長は無事よ。\n<wait> @ours-2026-09-05
m/MS005B.BIN	0:0F	103	3048	1FD2	{08:03}：		Emi:	ours		reads: 英美：
m/MS005B.BIN	0:0F	104	3054	1FD3	あの時、	あの時、	Back then,	ours		reads: ただ‥‥‥\n<wait>
m/MS005B.BIN	0:0F	105	3068	1F01	君を犠牲に{08:4A}{08:1F}事や、{08:10}を守り切れ{08:19}事{08:72}\n<wait>		we ended up sacrificing you, {04:FF}, and we couldn't protect the shelter......\n<wait>	ours		reads: 君を犠牲にしてしまった事や、シェルターを守り切れなかった事‥‥\n<wait>; reads: 英美： @rebase-tagdiff
m/MS005B.BIN	0:0F	106	3115	1FD2	{08:00}：		Hayasaka:	ours		reads: 早坂：
m/MS005B.BIN	0:0F	107	3121	1FD3	{08:63}の家族を、守れ{08:19}事もさ{02:08}\n<wait>		And we couldn't protect our own families either......\n<wait>	ours		reads: 自分の家族を、守れなかった事もさ‥‥‥\n<wait>; reads: 君を犠牲にしてしまった事や、シェルターを守り切れなかった事‥‥\n<wait>
m/MS005B.BIN	0:0F	108	3156	1FD2	{08:03}：		Emi:	ours		reads: 英美：; reads: 早坂：
m/MS005B.BIN	0:0F	109	3162	1FD3	そう、あの時起こ{08:51}あの忌まわしい全ての出来事を、隊長{08:62}{08:63}{01:3A}の\n責任だ{08:52}思い詰めて{02:08}{08:72}\n<wait>		That's right, the Captain took every single one of those awful things that\nhappened that day, and decided it was all his responsibility alone......\n<wait>	ours		reads: そう、あの時起こったあの忌まわしい全ての出来事を、隊長は、自分ひとりの\n責任だって思い詰めて‥‥‥‥‥\n<wait>; reads: 自分の家族を、守れなかった事もさ‥‥‥\n<wait>
m/MS005B.BIN	0:0F	110	3254	1FD2	{08:00}：		Hayasaka:	ours		reads: 早坂：; reads: 英美：
m/MS005B.BIN	0:0F	111	3260	1FD3	{08:4D}に隊長{08:62}{08:63}は{02:00}だ{08:42}、{02:01}に入る事は\n出来{08:25}と{08:72}\n<wait>		And on top of that, he said that since he was a {02:00}, he\ncouldn't join {02:01}......\n<wait>	ours		reads: それに隊長は、自分はデビルバスターだから、ペンタグランマに入る事は\n出来ないと‥‥\n<wait>; reads: そう、あの時起こったあの忌まわしい全ての出来事を、隊長は、自分ひとりの\n責任だって思い詰めて‥‥‥‥‥\n<wait>
m/MS005B.BIN	0:0F	112	3314	1FD2	{08:03}：		Emi:	ours		reads: 英美：; reads: 早坂：
m/MS005B.BIN	0:0F	113	3320	1FD3	{08:79}時の隊長の目{02:08}\n<wait>		The look in the Captain's eyes at that moment......\n<wait>	ours		reads: その時の隊長の目‥‥‥\n<wait>; reads: それに隊長は、自分はデビルバスターだから、ペンタグランマに入る事は\n出来ないと‥‥\n<wait>
m/MS005B.BIN	0:0F	114	3345	1FD2	{08:00}：		Hayasaka:	ours		reads: 早坂：; reads: 英美：
m/MS005B.BIN	0:0F	115	3351	1FD3	あんな鋭い{08:72}いや、恐ろしい目を{08:4B}隊長を見たの{08:62}あの時が初めてだ{08:51}。\n<wait>		That was the first time I ever saw the Captain with eyes that sharp......\nno, that frightening.\n<wait>	ours		reads: あんな鋭い‥‥いや、恐ろしい目をした隊長を見たのは、あの時が初めてだった。\n<wait>; reads: その時の隊長の目‥‥‥\n<wait>
m/MS005B.BIN	0:0F	116	3426	1FD2	{08:03}：		Emi:	ours		reads: 英美：; reads: 早坂：
m/MS005B.BIN	0:0F	117	3432	1FD3	{08:79}目を見{08:50}私{02:08}‥\n<wait>		When I saw those eyes, I......\n<wait>	ours		reads: その目を見たら私‥‥‥‥\n<wait>; reads: あんな鋭い‥‥いや、恐ろしい目をした隊長を見たのは、あの時が初めてだった。\n<wait>
m/MS005B.BIN	0:0F	118	3457	1FD2	{08:03}：		Emi:	ours		reads: 英美：
m/MS005B.BIN	0:0F	119	3463	1FD3	今の隊長を相手に{08:62}引き止{08:2E}事も、着いて行く事も、口に{08:4A}は\n絶対に許{03:0C}{08:25}{08:5F}、そう思{08:51}のよ{02:08}\n<wait>		I thought, there's no way I could ever say anything to stop him, or say\nI'd go with him, facing the Captain like that......\n<wait>	ours		reads: 今の隊長を相手には、引き止める事も、着いて行く事も、口にしては\n絶対に許されないんだ、そう思ったのよ‥‥‥\n<wait>; reads: その目を見たら私‥‥‥‥\n<wait>
m/MS005B.BIN	0:0F	120	3559	1FD2	{08:00}：		Hayasaka:	ours		reads: 早坂：; reads: 英美：
m/MS005B.BIN	0:0F	121	3565	1FD3	今思うと不思議な{08:5F}が、俺もそう思{08:52}{08:1F}{08:5F}。\n<wait>		It's strange thinking back on it now, but I felt exactly the same way.\n<wait>	ours		reads: 今思うと不思議なんだが、俺もそう思ってしまったんだ。\n<wait>; reads: 今の隊長を相手には、引き止める事も、着いて行く事も、口にしては\n絶対に許されないんだ、そう思ったのよ‥‥‥\n<wait>
m/MS005B.BIN	0:0F	122	3614	1FD2	{08:03}：		Emi:	ours		reads: 英美：; reads: 早坂：
m/MS005B.BIN	0:0F	123	3620	1FD3	ごめんな{08:49}、		I'm sorry,	ours		reads: ごめんなさい、; reads: 今思うと不思議なんだが、俺もそう思ってしまったんだ。\n<wait>
m/MS005B.BIN	0:0F	124	3638	1F01	君！\n私達、隊長{01:3A}を行か{08:67}{08:1F}の{02:08}‥\n<wait>		{04:FF}!\nWe let the Captain go off alone......\n<wait>	ours		reads: 君！\n私達、隊長ひとりを行かせてしまったの‥‥‥‥\n<wait>; reads: 英美： @rebase-tagdiff
m/MS005B.BIN	0:0F	125	3680	1FD2	{08:00}：		Hayasaka:	ours		reads: 早坂：; reads: ごめんなさい、
m/MS005B.BIN	0:0F	126	3686	1FD3	あの時{08:62}俺達も{08:90}か{08:4A}た{08:5F}{02:08}\n<wait>		We weren't ourselves back then......\n<wait>	ours		reads: あの時は、俺達もどうかしてたんだ‥‥‥\n<wait>; reads: 君！\n私達、隊長ひとりを行かせてしまったの‥‥‥‥\n<wait>
m/MS005B.BIN	0:0F	127	3721	1FD2	{08:00}：		Hayasaka:	ours		reads: 早坂：
m/MS005B.BIN	0:0F	128	3727	1FD3	済ま{08:25}、		I'm sorry,	ours		reads: 済まない、; reads: あの時は、俺達もどうかしてたんだ‥‥‥\n<wait>
m/MS005B.BIN	0:0F	129	3741	1F01	！！\n<wait>	!!\n<wait>	{04:FF}!!\n<wait>	ours	draft	reads: ！！\n<wait>; reads: 早坂： @rebase-tagdiff @ours-2026-09-05
m/MS005B.BIN	0:0F	130	3768	1FB2	許す		Forgive Them	ours		menu option, declared width 20 columns; reads: 済まない、
m/MS005B.BIN	0:0F	131	3774	1FB2	黙っ{08:14}		Stay Silent	ours		reads: 黙っている; menu option, declared width 20 columns; reads: ！！\n<wait>
m/MS005B.BIN	0:0F	132	3806	1F01	{08:62}二人のせいでは{08:25}事を強調し、謝{08:51}りし{08:25}でくれと二人に告{08:44}。\n<wait>	 stressed that it wasn't their fault, and told the two not to apologise.\n<wait>			draft	reads: は、二人のせいではない事を強調し、謝ったりしないでくれと二人に告げた。\n<wait>; menu option, declared width 20 columns @rebase-new @ours-2026-09-05
m/MS005B.BIN	0:0F	133	3875	1FD2	{08:03}：		Emi:	ours		reads: 英美：; reads: 黙っている; menu option, declared width 20 columns
m/MS005B.BIN	0:0F	134	3881	1FD3	{01:2A}、	{01:2A}、	Thank you,	ours		reads: ありがとう、; reads: ゾンビ
m/MS005B.BIN	0:0F	135	3891	1F01	くん。\n<wait>	.\n<wait>	{04:FF}.\n<wait>	ours	draft	reads: くん。\n<wait>; reads: は、二人のせいではない事を強調し、謝ったりしないでくれと二人に告げた。\n<wait> @rebase-tagdiff @rebase-unmatched idx135 en={04:FF} stressed that none of it was their fault, and told them not to\napologize.\n<wait> @ours-2026-09-05
m/MS005B.BIN	0:0F	136	3906	1FD2	{08:00}：		Hayasaka:	ours		reads: 早坂：; reads: 英美：
m/MS005B.BIN	0:0F	137	3912	1FD3	俺達{08:85}{08:53}悔やんでる{08:5F}。\nあんな状態の隊長を、{01:3A}に{08:4A}{08:1F}事を！\n<wait>		We've regretted it this whole time.\nLeaving the Captain alone, in that state!\n<wait>	ours		reads: 俺達はずっと悔やんでるんだ。\nあんな状態の隊長を、ひとりにしてしまった事を！\n<wait>; reads: ありがとう、
m/MS005B.BIN	0:0F	138	3978	1FD2	{08:03}：		Emi:	ours		reads: 英美：; reads: くん。\n<wait>
m/MS005B.BIN	0:0F	139	3984	1FD3	{08:01}{02:08}\n<wait>	Tatsuya.........\n<wait>			draft	reads: 達也‥‥‥\n<wait>; reads: 早坂： @ours-2026-09-05
m/MS005B.BIN	0:0F	140	3997	1FD2	{08:00}：		Hayasaka:	ours		reads: 早坂：; reads: 俺達はずっと悔やんでるんだ。\nあんな状態の隊長を、ひとりにしてしまった事を！\n<wait>
m/MS005B.BIN	0:0F	141	4003	1FD3	{08:8F}、今{08:4D}を言{08:51}{08:87}で、俺達には何も成す術は{08:25}。\n<wait>		But saying that now, there's nothing we can do about it.\n<wait>	ours		reads: だが、今それを言ったところで、俺達には何も成す術はない。\n<wait>; reads: 英美：
m/MS005B.BIN	0:0F	142	4056	1FD2	{08:00}：	{08:00}：	Hayasaka:	ours		reads: 早坂：; reads: 達也‥‥‥\n<wait>
m/MS005B.BIN	0:0F	143	4062	1FD3	{08:7B}一つの事を除いては{02:08}‥\n<wait>		Except for one thing......\n<wait>	ours		reads: ある一つの事を除いては‥‥‥‥\n<wait>; reads: 早坂：
m/MS005B.BIN	0:0F	144	4098	1FD0	{08:04}はた{08:51}{01:3A}で、何処かに消えて{08:1F}{02:08}{02:08}\n<wait>		Nishino, all alone, had vanished somewhere......\n<wait>	ours		reads: 西野はたったひとりで、何処かに消えてしまった‥‥‥‥‥‥\n<wait>; reads: だが、今それを言ったところで、俺達には何も成す術はない。\n<wait>
m/MS005B.BIN	0:0F	145	4139	1FBA	あまりの事に、		At news so overwhelming,	ours		reads: 早坂：
m/MS005B.BIN	0:0F	146	4159	1F01	は何も言う事が出来{08:19}。\n<wait>		{04:FF} couldn't say a word.\n<wait>	ours		reads: は何も言う事が出来なかった。\n<wait>; reads: ある一つの事を除いては‥‥‥‥\n<wait> @rebase-tagdiff
m/MS005B.BIN	0:0F	147	4190	1FD2	{08:03}：		Emi:	ours		reads: 英美：; reads: 西野はたったひとりで、何処かに消えてしまった‥‥‥‥‥‥\n<wait>
m/MS005B.BIN	0:0F	148	4196	1FD3	ごめんね、		I'm sorry,	ours		
m/MS005B.BIN	0:0F	149	4212	1F01	くん！\n{08:56}、本当に{08:90}し{08:69}も{08:19}の！！\n<wait>		{04:FF}!\nBut there was truly nothing we could do!!\n<wait>	ours		reads: くん！\nでも、本当にどうしようもなかったの！！\n<wait>; reads: は何も言う事が出来なかった。\n<wait> @rebase-tagdiff
m/MS005B.BIN	0:0F	150	4254	1FD2	{08:03}：		Emi:	ours		reads: 英美：
m/MS005B.BIN	0:0F	151	4260	1FD3	あの時{08:62}{08:90}し{08:69}も{08:19}のよ{02:08}‥\n<wait>		At that time, there really was nothing we could do......\n<wait>	ours		reads: あの時は、どうしようもなかったのよ‥‥‥‥\n<wait>
m/MS005B.BIN	0:0F	152	4295	1FD2	{08:00}：		Hayasaka:	ours		reads: 早坂：; reads: くん！\nでも、本当にどうしようもなかったの！！\n<wait>
m/MS005B.BIN	0:0F	153	4301	1FD3	俺達だ{08:52}、{08:4D}以降、ず{08:53}悔やみ続け{08:2B}{08:5F}。\nあんな状態の隊長を、{01:3A}に{08:4A}{08:1F}事を！！\n<wait>		We've kept regretting it ever since too.\nLeaving the Captain alone, in that state!!\n<wait>	ours		reads: 俺達だって、それ以降、ずっと悔やみ続けてるんだ。\nあんな状態の隊長を、ひとりにしてしまった事を！！\n<wait>; reads: 英美：
m/MS005B.BIN	0:0F	154	4385	1FD2	{08:03}：		Emi:	ours		reads: 英美：; reads: あの時は、どうしようもなかったのよ‥‥‥‥\n<wait>
m/MS005B.BIN	0:0F	155	4391	1FD3	{08:01}{02:08}\n<wait>	Tatsuya.........\n<wait>			draft	reads: 達也‥‥‥\n<wait>; reads: 早坂： @ours-2026-09-05
m/MS005B.BIN	0:0F	156	4404	1FD2	{08:00}：		Hayasaka:	ours		reads: 早坂：; reads: 俺達だって、それ以降、ずっと悔やみ続けてるんだ。\nあんな状態の隊長を、ひとりにしてしまった事を！！\n<wait>
m/MS005B.BIN	0:0F	157	4410	1FD3	{08:8F}、今更{08:4D}を言{08:51}{08:87}で、今の俺達に{08:62}何も成す術は{08:25}{08:5F}よ！！\n<wait>		But saying that now, at this point, there's nothing we can do about it!!\n<wait>	ours		reads: だが、今更それを言ったところで、今の俺達には、何も成す術はないんだよ！！\n<wait>; reads: 英美：
m/MS005B.BIN	0:0F	158	4475	1FD2	{08:03}：	{08:03}：	Emi:	ours		reads: 英美：; reads: 達也‥‥‥\n<wait>
m/MS005B.BIN	0:0F	159	4481	1FD3	そうよ、今は隊長が、何処かで{01:31}にいてく{08:2F}事{08:72}\n{08:4D}{08:74}を、神様に祈る{08:86}{08:25}わ。\n<wait>		That's right, all we can do now is pray to god that the Captain is\nsafe somewhere......\n<wait>	ours		reads: そうよ、今は隊長が、何処かで無事にいてくれる事‥‥\nそれだけを、神様に祈るしかないわ。\n<wait>; reads: 早坂：
m/MS005B.BIN	0:0F	160	4561	1FD2	{08:03}：		Emi:	ours		reads: 英美：; reads: だが、今更それを言ったところで、今の俺達には、何も成す術はないんだよ！！\n<wait>
m/MS005B.BIN	0:0F	161	4573	1F01	くんも、許{08:4A}頂戴{02:08}‥\n<wait>		{04:FF}, please forgive us too......\n<wait>	ours		reads: くんも、許して頂戴‥‥‥‥\n<wait>; reads: 英美： @rebase-tagdiff
m/MS005B.BIN	0:0F	162	4602	1FD2	{08:00}：		Hayasaka:	ours		reads: 早坂：; reads: そうよ、今は隊長が、何処かで無事にいてくれる事‥‥\nそれだけを、神様に祈るしかないわ。\n<wait>
m/MS005B.BIN	0:0F	163	4608	1FD3	{02:08}{08:72}{08:82}、一つ{08:74}、今の俺達に出来る事が{08:7B}。\n<wait>		......Still, there's just one thing we can do right now.\n<wait>	ours		reads: ‥‥‥‥‥ただ、一つだけ、今の俺達に出来る事がある。\n<wait>; reads: 英美：
m/MS005B.BIN	0:0F	164	4657	1FD2	{08:00}：		Hayasaka:	ours		reads: 早坂：; reads: くんも、許して頂戴‥‥‥‥\n<wait>
m/MS005B.BIN	0:0F	165	4669	1F01	、{02:01}は今、{08:0B}の手{08:42}新宿を解放し{08:69}と、様々な試みを\n行{08:1A}る。\n<wait>		{04:FF}, {02:01} is currently attempting all kinds of operations to\nliberate Shinjuku from the demons' grasp.\n<wait>	ours		reads: 、ペンタグランマは今、悪魔の手から新宿を解放しようと、様々な試みを\n行なってる。\n<wait>; reads: 早坂： @rebase-tagdiff
m/MS005B.BIN	0:0F	166	4735	1FD2	{08:00}：		Hayasaka:	ours		reads: 早坂：; reads: ‥‥‥‥‥ただ、一つだけ、今の俺達に出来る事がある。\n<wait>
m/MS005B.BIN	0:0F	167	4741	1FD3	{08:79}中{08:56}最大規模の作戦、新宿労働{02:02}の解放、そ{08:4A}、都庁の奪回が、\n近々決行{03:0C}る{08:8C}。\n<wait>		Among them, the biggest operation of all - liberating the Shinjuku\nlabor {02:02}, and then retaking the Government Office - will be\ncarried out soon.\n<wait>	ours		reads: その中でも最大規模の作戦、新宿労働キャンプの解放、そして、都庁の奪回が、\n近々決行されるだろう。\n<wait>; reads: 早坂：
m/MS005B.BIN	0:0F	168	4827	1FD2	{08:03}：		Emi:	ours		reads: 英美：; reads: 、ペンタグランマは今、悪魔の手から新宿を解放しようと、様々な試みを\n行なってる。\n<wait>
m/MS005B.BIN	0:0F	169	4833	1FD3	私達{08:62}どんな事があ{08:52}も、{08:47}作戦に参加し{08:69}と思っ{08:14}のよ。\n<wait>		No matter what happens, we're planning on taking part in this operation.\n<wait>	ours		reads: 私達は、どんな事があっても、この作戦に参加しようと思っているのよ。\n<wait>; reads: 早坂：
m/MS005B.BIN	0:0F	170	4896	1FD2	{08:00}：		Hayasaka:	ours		reads: 早坂：; reads: その中でも最大規模の作戦、新宿労働キャンプの解放、そして、都庁の奪回が、\n近々決行されるだろう。\n<wait>
m/MS005B.BIN	0:0F	171	4902	1FD3	{08:4D}が、隊長の思いを果す事にも{08:59}{08:5F}。\nだ{08:42}、		That would also honor what the Captain wanted.\nSo,\n	ours		reads: それが、隊長の思いを果す事にもなるんだ。\nだから、; reads: 英美：
m/MS005B.BIN	0:0F	172	4949	1F01	、お前にも協力{08:4A}欲しい。\n<wait>		{04:FF}, I want your help too.\n<wait>	ours		reads: 、お前にも協力して欲しい。\n<wait>; reads: 私達は、どんな事があっても、この作戦に参加しようと思っているのよ。\n<wait> @rebase-tagdiff
m/MS005B.BIN	0:0F	173	4982	1FD2	{08:03}：		Emi:	ours		reads: 英美：; reads: 早坂：
