id	file_off	va	section	slot_bytes	refs	record_width	max_cols	jp	en	note
data_066a10	00066a10	00468e10	.data	8	0041e824		7	%7ld	%7ld	
data_066a20	00066a20	00468e20	.data	24	0041e8f8		23	　　　　　　　　　　	　　　　　　　　　　	
data_066a38	00066a38	00468e38	.data	8	0041e96a		7	    	    	
data_066a40	00066a40	00468e40	.data	8	0041e997		7	B%1dF	B%1dF	
data_066a48	00066a48	00468e48	.data	8	0041e9ba		7	 %2dF	 %2dF	
data_066a60	00066a60	00468e60	.data	4		4	3	p\t	p\t	
data_066a64	00066a64	00468e64	.data	4		4	3	q\t	q\t	
data_066a68	00066a68	00468e68	.data	4		4	3	r\t	r\t	
data_066a6c	00066a6c	00468e6c	.data	4		4	3	s\t	s\t	
data_066a70	00066a70	00468e70	.data	4		4	3	t\t	t\t	
data_066a74	00066a74	00468e74	.data	4		4	3	u\t	u\t	
data_066a78	00066a78	00468e78	.data	4		4	3	v\t	v\t	
data_066a7c	00066a7c	00468e7c	.data	4		4	3	d\t	d\t	
data_066a90	00066a90	00468e90	.data	4			3	|\n	|\n	@skip unreachable
data_066ab4	00066ab4	00468eb4	.data	4			3	e\r	e\r	@skip unreachable
data_066b68	00066b68	00468f68	.data	12	00425e07		11	%-18.18s%2d	%-18.18s%2d	
data_066b74	00066b74	00468f74	.data	20	00425ff8		19	%-14.14s %2d	%-14.14s %2d	
data_066b9d	00066b9d	00468f9d	.data	3			2	色		@skip unreachable
data_066bfc	00066bfc	00468ffc	.data	4	00468f98		3	Ｄ		@skip fullwidth-latin alignment-letter, already reads as D/N/L/C
data_066c00	00066c00	00469000	.data	4	00468f9c		3	Ｎ		@skip fullwidth-latin alignment-letter, already reads as D/N/L/C
data_066c04	00066c04	00469004	.data	4	00468fa0		3	Ｌ		@skip fullwidth-latin alignment-letter, already reads as D/N/L/C
data_066c08	00066c08	00469008	.data	4	00468fa8		3	Ｃ		@skip fullwidth-latin alignment-letter, already reads as D/N/L/C
data_066c0c	00066c0c	0046900c	.data	4	00468fac		3	Ｎ		@skip fullwidth-latin alignment-letter, already reads as D/N/L/C
data_066c10	00066c10	00469010	.data	4	00468fb0		3	Ｌ		@skip fullwidth-latin alignment-letter, already reads as D/N/L/C
data_066c18	00066c18	00469018	.data	4	00428f30		3	  	  	
data_066c1c	00066c1c	0046901c	.data	24	00429234		23	%3d  %-10.10s %-16.16s	%3d  %-10.10s %-16.16s	
data_066c34	00066c34	00469034	.data	24	00429249		23	%3d  %-9.9s %-16.16s	%3d  %-9.9s %-16.16s	
data_066c4c	00066c4c	0046904c	.data	12	00429418		11	%4d  %4d	%4d  %4d	
data_066c58	00066c58	00469058	.data	12	00429455		11	%3d  %3d	%3d  %3d	
data_066c64	00066c64	00469064	.data	12	004294b0		11	 %s   %s	 %s   %s	
data_066c88	00066c88	00469088	.data	20	00429c24		19	%-10.10s %-16.16s	%-10.10s %-16.16s	
data_066c9c	00066c9c	0046909c	.data	12	00429c61		11	%4d  %4d	%4d  %4d	
data_066ca8	00066ca8	004690a8	.data	12	00429c9e		11	%3d  %3d	%3d  %3d	
data_066cb4	00066cb4	004690b4	.data	12	00429cf9		11	 %s   %s	 %s   %s	
data_066ce8	00066ce8	004690e8	.data	16	0042c640		15	%-16.16s MAX	%-16.16s MAX	
data_066cf8	00066cf8	004690f8	.data	16	0042c603		15	%-16.16s %3d	%-16.16s %3d	
data_066d0c	00066d0c	0046910c	.data	8	0042f5d4		7	%-*.*ld	%-*.*ld	
data_066d14	00066d14	00469114	.data	8	0042f5e3		7	%*.*ld	%*.*ld	
data_066d1c	00066d1c	0046911c	.data	8	0042f670		7	%-*.*s	%-*.*s	
data_066d24	00066d24	00469124	.data	12	0042f67f		11	%*.*s	%*.*s	
data_066d88	00066d88	00469188	.data	4	00469138		3	Ａ		@skip fullwidth-latin blood-type, already reads as A/B/AB/O
data_066d8c	00066d8c	0046918c	.data	4	0046913c		3	Ｂ		@skip fullwidth-latin blood-type, already reads as A/B/AB/O
data_066d90	00066d90	00469190	.data	8	00469140		7	ＡＢ		@skip fullwidth-latin blood-type, already reads as A/B/AB/O
data_066d98	00066d98	00469198	.data	4	00469144		3	Ｏ		@skip fullwidth-latin blood-type, already reads as A/B/AB/O
data_066d9c	00066d9c	0046919c	.data	68	0043392c		67	\n邪教のところ以外このメッセージをみたらお知らせください S.Iseki \n		@skip debug-assert
data_066de0	00066de0	004691e0	.data	144	00434068		143	\nマイシティ・シャンシャンシティ２・神田地下街・御茶ノ水・秋葉原・銀座地下街・恵比寿ガーデンプレイスの酒場でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_066e70	00066e70	00469270	.data	52	0043409a		51	\n大歓楽街の酒場でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_066ea4	00066ea4	004692a4	.data	52	004340ce		51	\n六本木の酒場でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_066ed8	00066ed8	004692d8	.data	84	00434580		83	\n初台以外の道具屋＆レジスタンス前線基地の薬屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_066f2c	00066f2c	0046932c	.data	52	00434135		51	\n六本木の防具屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_066f60	00066f60	00469360	.data	64	00434217		63	\n臨海コロシアム以外の武器屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_066fa0	00066fa0	004693a0	.data	72	004341f8		71	\n臨海コロシアム・六本木以外の防具屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_066fe8	00066fe8	004693e8	.data	60	004344c1		59	\n銀座地下街秘密区の薬屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067024	00067024	00469424	.data	100	00434556		99	\n新宿地下街・神田地下街・恵比寿ガーデン・浅草地下鉄ビルの薬屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067088	00067088	00469488	.data	60	00434502		59	\n臨海コロシアムの薬屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_0670c4	000670c4	004694c4	.data	156	0043452c		155	\nレジスタンス前線基地・新宿地下街・神田地下街・銀座地下街秘密区・恵比寿ガーデン・浅草地下街・臨海コロシアム以外の薬屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067160	00067160	00469560	.data	52	00434261		51	\n初台の道具屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067194	00067194	00469594	.data	60	00434487		59	\nコンピュータショップでない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_0671d0	000671d0	004695d0	.data	60	004342af		59	\nアメ屋プラザ２階の薬屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_06720c	0006720c	0046960c	.data	56	004342df		55	\n大歓楽街２Ｆの薬屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067244	00067244	00469644	.data	60	00434327		59	\n臨海コロシアムの道具屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067280	00067280	00469680	.data	60	0043435e		59	\n臨海コロシアムの武器屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_0672bc	000672bc	004696bc	.data	60	0043437d		59	\n臨海コロシアムの防具屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_0672f8	000672f8	004696f8	.data	88	0043445a		87	\n初台・マイシティ・御茶ノ水・ミレニアム病院の病院でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067350	00067350	00469750	.data	56	004343cf		55	\nアメ屋プラザの病院でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067388	00067388	00469788	.data	60	00434400		59	\n臨海コロシアムの病院でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_0673c4	000673c4	004697c4	.data	68	0043442d		67	\n神田地下街・銀座地下街の病院でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067408	00067408	00469808	.data	8	00436d1b		7	マッカ	Macca	
data_067410	00067410	00469810	.data	8	00436d57		7	ＭＡＧ	MAG	
data_067418	00067418	00469818	.data	8	00438ccb		7	マッカ	Macca	
data_067420	00067420	00469820	.data	8	00438d1b		7	ＭＡＧ	MAG	
data_067430	00067430	00469830	.data	52	0043988b		51	\n初台の道具屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067464	00067464	00469864	.data	56	004398c7		55	\n初台Ｂ６Ｆの食料庫でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_06749c	0006749c	0046989c	.data	60	004398fa		59	\n臨海コロシアムの薬屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_0674d8	000674d8	004698d8	.data	156	004399e1		155	\nレジスタンス前線基地・新宿地下街・神田地下街・銀座地下街秘密区・恵比寿ガーデン・浅草地下街・臨海コロシアム以外の薬屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067574	00067574	00469974	.data	88	00439a56		87	\n初台・マイシティ・御茶ノ水・ミレニアム病院の病院でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_0675cc	000675cc	004699cc	.data	52	00439a8b		51	\n市ヶ谷の受付でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067600	00067600	00469a00	.data	60	00439b0b		59	\nコンピュータショップでない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_06763c	0006763c	00469a3c	.data	56	00439b3f		55	\nアメ屋プラザの病院でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067674	00067674	00469a74	.data	60	00439b7b		59	\n銀座地下街秘密区の薬屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_0676b0	000676b0	00469ab0	.data	52	00439bb6		51	\n六本木の酒場でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_0676e4	000676e4	00469ae4	.data	64	00439bf1		63	\n品川ホテル（幻）のフロントでない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067724	00067724	00469b24	.data	144	00439cb0		143	\nマイシティ・シャンシャンシティ２・神田地下街・御茶ノ水・秋葉原・銀座地下街・恵比寿ガーデンプレイスの酒場でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_0677b4	000677b4	00469bb4	.data	60	00439ceb		59	\n臨海コロシアムの病院でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_0677f0	000677f0	00469bf0	.data	68	00439d3c		67	\n神田地下街・銀座地下街の病院でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067834	00067834	00469c34	.data	64	00439e7a		63	\n臨海コロシアム以外の武器屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067874	00067874	00469c74	.data	72	00439f78		71	\n臨海コロシアム・六本木以外の防具屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_0678bc	000678bc	00469cbc	.data	84	0043a0a7		83	\n初台以外の道具屋＆レジスタンス前線基地の薬屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067910	00067910	00469d10	.data	100	0043a11a		99	\n新宿地下街・神田地下街・恵比寿ガーデン・浅草地下鉄ビルの薬屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067974	00067974	00469d74	.data	60	0043a14e		59	\n臨海コロシアムの道具屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_0679b0	000679b0	00469db0	.data	60	0043a178		59	\n臨海コロシアムの武器屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_0679ec	000679ec	00469dec	.data	60	0043a1ad		59	\n臨海コロシアムの防具屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067a28	00067a28	00469e28	.data	52	0043a1d6		51	\n大歓楽街の酒場でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067a5c	00067a5c	00469e5c	.data	52	0043a1f8		51	\n六本木の防具屋でない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067a90	00067a90	00469e90	.data	64	0043a229		63	\n御花屋敷のオサキ狐イベントでない場合は連絡して下さい。Takubo\n		@skip debug-assert
data_067ad0	00067ad0	00469ed0	.data	12	0043b9ef		11	NULL PTR	NULL PTR	
data_067b50	00067b50	00469f50	.data	8	004647d8		7	　　　	　　　	
data_067b58	00067b58	00469f58	.data	8	0043ca60		7	史人	Ayato	
data_067b60	00067b60	00469f60	.data	8	0043ca65		7	葛城	Katsuragi 	@reloc=0103a8b4
data_067b68	00067b68	00469f68	.data	8	0043ca76		7	由宇香	Yuuka	
data_067b70	00067b70	00469f70	.data	4	0043ca7b		3	橘	Tachibana 	@reloc=0103a8c0
data_067b74	00067b74	00469f74	.data	4	0043ca8e		3	泪	Rui	
data_067b78	00067b78	00469f78	.data	8	0043ca93		7	飛鳥	Asuka 	
data_067b80	00067b80	00469f80	.data	8	0043caa6		7	義雄	Yoshio	
data_067b88	00067b88	00469f88	.data	8	0043caab		7	西野	Nishino 	@reloc=0103a8cc
data_067b90	00067b90	00469f90	.data	8	0043cabe		7	達也	Tatsuya	
data_067b98	00067b98	00469f98	.data	8	0043cac3		7	早坂	Hayasaka 	@reloc=0103a8d6
data_067ba0	00067ba0	00469fa0	.data	4	0043cad6		3	勇	Isamu	@reloc=0103a8e1
data_067ba4	00067ba4	00469fa4	.data	8	0043cadb		7	山瀬	Yamase 	
data_067bac	00067bac	00469fac	.data	8	0043caee		7	英美	Emi	
data_067bb4	00067bb4	00469fb4	.data	8	0043caf3		7	桐島	Kirishima 	@reloc=0103a8e8
data_067bbc	00067bbc	00469fbc	.data	12	0043cb0a		11	ニュートン	Newton	
data_067bc8	00067bc8	00469fc8	.data	8	0043cb1d		7	カズミ	Kazumi	
data_067bd0	00067bd0	00469fd0	.data	8	0043cb22		7	山田	Yamada 	
data_067bd8	00067bd8	00469fd8	.data	8	0043cb35		7	惣厳	Sougon	restores the name the v0.05 patch blanked
data_067be0	00067be0	00469fe0	.data	8	0043cb3a		7	立川	Tachikawa 	surname; trailing space matches the other surname slots
data_067be8	00067be8	00469fe8	.data	8	0043cb4d		7	哲也	Tetsuya	
data_067bf0	00067bf0	00469ff0	.data	8	0043cb52		7	園田	Sonoda 	
data_067bf8	00067bf8	00469ff8	.data	8	0043cb65		7	公輝	Kouki	
data_067c00	00067c00	0046a000	.data	8	0043cb6a		7	上河	Kamikawa 	@reloc=0103a8f4
data_067c08	00067c08	0046a008	.data	8	0043cb7d		7	三四郎	Sanshirou	@reloc=0103a8ff
data_067c10	00067c10	0046a010	.data	8	0043cb82		7	相馬	Souma 	
data_067c18	00067c18	0046a018	.data	8	0043e24b		7	%-16s	%-16s	
data_067c2c	00067c2c	0046a02c	.data	8	00440b52		7	 %2d	 %2d	
data_067c34	00067c34	0046a034	.data	16	00440b9d		15	%c%2d %-17.17s 	%c%2d %-17.17s 	
data_067c48	00067c48	0046a048	.data	8	00440c49		7	 %2d 	 %2d 	
data_067c54	00067c54	0046a054	.data	8	00440d2b		7	%-6.6s	%-6.6s	
data_067c5c	00067c5c	0046a05c	.data	8	00440d92		7	 %6ld	 %6ld	
data_067c64	00067c64	0046a064	.data	18	00440f23		17	 %*d/%*d	 %*d/%*d	
data_067e54	00067e54	0046a254	.data	8	0046a118		7	直  感	INTUIT	
data_067e5c	00067e5c	0046a25c	.data	8	0046a11c		7	精神力	W.POWR	
data_067e64	00067e64	0046a264	.data	8	0046a120		7	魔  力	MAGIC	
data_067e6c	00067e6c	0046a26c	.data	8	0046a124		7	知  力	INTELL	
data_067e74	00067e74	0046a274	.data	8	0046a128		7	加  護	DIVINE	
data_067e7c	00067e7c	0046a27c	.data	8	0046a12c		7	強  さ	STRNGT	
data_067e84	00067e84	0046a284	.data	8	0046a130		7	体  力	VITALI	
data_067e8c	00067e8c	0046a28c	.data	8	0046a134		7	敏捷性	AGILIT	
data_067e94	00067e94	0046a294	.data	8	0046a138		7	器用さ	DEXTER	
data_067e9c	00067e9c	0046a29c	.data	8	0046a13c		7	魅  力	CHARM	
data_067ea4	00067ea4	0046a2a4	.data	8	0046a140		7	命  運	LUCK	
data_067eac	00067eac	0046a2ac	.data	8	0046a148		7	技能	SKILL	
data_067eb4	00067eb4	0046a2b4	.data	8	0046a14c		7	命中	CRITIC	
data_067ebc	00067ebc	0046a2bc	.data	8	0046a150		7	攻撃	ATTACK	
data_067ec4	00067ec4	0046a2c4	.data	8	0046a154		7	回避	EVADE	
data_067ecc	00067ecc	0046a2cc	.data	8	0046a158		7	防御	DEFENC	
data_067ed4	00067ed4	0046a2d4	.data	8	0046a15c		7	弾数	BULLETS	
data_067edc	00067edc	0046a2dc	.data	4	0046a168		3	０		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067ee0	00067ee0	0046a2e0	.data	4	0046a16c		3	１		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067ee4	00067ee4	0046a2e4	.data	4	0046a170		3	２		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067ee8	00067ee8	0046a2e8	.data	4	0046a174		3	３		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067eec	00067eec	0046a2ec	.data	4	0046a178		3	４		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067ef0	00067ef0	0046a2f0	.data	4	0046a17c		3	５		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067ef4	00067ef4	0046a2f4	.data	4	0046a180		3	６		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067ef8	00067ef8	0046a2f8	.data	4	0046a184		3	７		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067efc	00067efc	0046a2fc	.data	4	0046a188		3	８		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f00	00067f00	0046a300	.data	4	0046a18c		3	９		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f04	00067f04	0046a304	.data	8	0046a190		7	１０		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f0c	00067f0c	0046a30c	.data	8	0046a194		7	１１		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f14	00067f14	0046a314	.data	8	0046a198		7	１２		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f1c	00067f1c	0046a31c	.data	8	0046a19c		7	１３		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f24	00067f24	0046a324	.data	8	0046a1a0		7	１４		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f2c	00067f2c	0046a32c	.data	8	0046a1a4		7	１５		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f34	00067f34	0046a334	.data	8	0046a1a8		7	１６		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f3c	00067f3c	0046a33c	.data	8	0046a1ac		7	１７		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f44	00067f44	0046a344	.data	8	0046a1b0		7	１８		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f4c	00067f4c	0046a34c	.data	8	0046a1b4		7	１９		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f54	00067f54	0046a354	.data	8	0046a1b8		7	２０		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f5c	00067f5c	0046a35c	.data	8	0046a1bc		7	２１		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f64	00067f64	0046a364	.data	8	0046a1c0		7	２２		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f6c	00067f6c	0046a36c	.data	8	0046a1c4		7	２３		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f74	00067f74	0046a374	.data	8	0046a1c8		7	２４		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f7c	00067f7c	0046a37c	.data	8	0046a1cc		7	２５		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f84	00067f84	0046a384	.data	8	0046a1d0		7	２６		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f8c	00067f8c	0046a38c	.data	8	0046a1d4		7	２７		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f94	00067f94	0046a394	.data	8	0046a1d8		7	２８		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067f9c	00067f9c	0046a39c	.data	8	0046a1dc		7	２９		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067fa4	00067fa4	0046a3a4	.data	8	0046a1e0		7	３０		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067fac	00067fac	0046a3ac	.data	8	0046a1e4		7	３１		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067fb4	00067fb4	0046a3b4	.data	8	0046a1e8		7	３２		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067fbc	00067fbc	0046a3bc	.data	8	0046a1ec		7	３３		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067fc4	00067fc4	0046a3c4	.data	8	0046a1f0		7	３４		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067fcc	00067fcc	0046a3cc	.data	8	0046a1f4		7	３５		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067fd4	00067fd4	0046a3d4	.data	8	0046a1f8		7	３６		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067fdc	00067fdc	0046a3dc	.data	8	0046a1fc		7	３７		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067fe4	00067fe4	0046a3e4	.data	8	0046a200		7	３８		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067fec	00067fec	0046a3ec	.data	8	0046a204		7	３９		@skip fullwidth-digit already reads as a number; half-width would halve the cell
data_067ff4	00067ff4	0046a3f4	.data	12	00441adc		11	EXP %10ld	EXP %10ld	
data_068000	00068000	0046a400	.data	16	00441b14		15	最高レベルです	Max Level	
data_068010	00068010	0046a410	.data	12	00441b6c		11	NEXT %9ld	NEXT %9ld	
data_06801c	0006801c	0046a41c	.data	16	00441bbc		15	HP  %4d／%4d	HP  %4d／%4d	
data_06802c	0006802c	0046a42c	.data	16	00441c00		15	MP    %3d／%3d	MP    %3d／%3d	
data_06803c	0006803c	0046a43c	.data	12	00441c3f		11	LEVEL %8d	LEVEL %8d	
data_068048	00068048	0046a448	.data	12	00441d5e		11	CONDITIONS	CONDITIONS	
data_068054	00068054	0046a454	.data	16	00441f05		15	仲魔 %5d／%2d	Demon%5d／%2d	
data_068064	00068064	0046a464	.data	8	00441f23		7	CP %11d	CP %11d	
data_06806c	0006806c	0046a46c	.data	12	00441f6b		11	%-16.16s	%-16.16s	
data_06807c	0006807c	0046a47c	.data	12	00442488		11	%-6.6s %3d	%-6.6s %3d	
data_068088	00068088	0046a488	.data	12	004427b6		11	%-6.6s %7d	%-6.6s %7d	
data_068094	00068094	0046a494	.data	12	004428e4		11	%-6.6s %3d	%-6.6s %3d	
data_0680a4	000680a4	0046a4a4	.data	4	00442c5a		3	%s	%s	
data_0680a8	000680a8	0046a4a8	.data	16	0044361a		15	%c %-20.20s %2d	%c %-20.20s %2d	
data_0680b8	000680b8	0046a4b8	.data	12	00443a39		11	  %3d    	  %3d    	
data_0680c4	000680c4	0046a4c4	.data	12	00443a5a		11	  %3d>%3d	  %3d>%3d	
data_0680d0	000680d0	0046a4d0	.data	4	0044401d		3	%s	%s	
data_0680d4	000680d4	0046a4d4	.data	16	00444081		15	をはめ込んだ	 was socketed	
data_0680e4	000680e4	0046a4e4	.data	20	004440b2		19	と%sを付け替えた	 replaced %s	
data_0680f8	000680f8	0046a4f8	.data	4	00444167		3	%s	%s	
data_0680fc	000680fc	0046a4fc	.data	16	004441d9		15	をはめ込んだ	 was socketed	
data_06810c	0006810c	0046a50c	.data	20	00444218		19	と%sを付け替えた	 replaced %s	
data_068120	00068120	0046a520	.data	16	00444378		15	%-14.14s %2d	%-14.14s %2d	
data_068130	00068130	0046a530	.data	16	00444519		15	%c %-20.20s %2d	%c %-20.20s %2d	
data_068140	00068140	0046a540	.data	20	004448e4		19	所持アイテム %1d/8	Items %1d/8	
data_068154	00068154	0046a554	.data	16	0044489f		15	%c %-30.30s%2d	%c %-30.30s%2d	
data_068164	00068164	0046a564	.data	12	00444b18		11	%c%-20.20s	%c%-20.20s	
data_068170	00068170	0046a570	.data	24	00444b38		23	--------------------	--------------------	
data_068188	00068188	0046a588	.data	12	00444b3f		11	%c%-20.20s	%c%-20.20s	
data_068194	00068194	0046a594	.data	12	00444b4d		11	%c%-20.20s	%c%-20.20s	
data_0681a4	000681a4	0046a5a4	.data	12	00444f57		11	魔法名称	Name	
data_0681b0	000681b0	0046a5b0	.data	20	00444f5c		19	%-16.16s  MP  効果	%-16.16s  MP Effect	
data_0681c4	000681c4	0046a5c4	.data	4	00444f03		3	hp	hp	
data_0681c8	000681c8	0046a5c8	.data	4	00444f0a		3	mp	mp	
data_0681cc	000681cc	0046a5cc	.data	24	00444f23		23	%-16.16sMAX%s %-26.26s	%-16.16sMAX%s %-26.26s	
data_0681e4	000681e4	0046a5e4	.data	4	00444ec3		3	hp	hp	
data_0681e8	000681e8	0046a5e8	.data	4	00444eca		3	mp	mp	
data_0681ec	000681ec	0046a5ec	.data	24	00444eed		23	%-16.16s%3d%s %-26.26s	%-16.16s%3d%s %-26.26s	
data_068204	00068204	0046a604	.data	8	0044517d		7	%c%s	%c%s	
data_06820c	0006820c	0046a60c	.data	8	0044518b		7	%c%s	%c%s	
data_068214	00068214	0046a614	.data	36	00445448		35	’”）〕］｝〉》」』】、，。．！？	’”）〕］｝〉》」』】、，。．！？	
data_068238	00068238	0046a638	.data	24	0044545e		23	‘“（〔［｛〈《「『【	‘“（〔［｛〈《「『【	
data_068250	00068250	0046a650	.data	16	00445c34		15	GUID	GUID	
data_068260	00068260	0046a660	.data	16	00445c5c		15	AutoSelect	AutoSelect	
data_068270	00068270	0046a670	.data	16	00445c12		15	Version	Version	
data_068280	00068280	0046a680	.data	28	00445bc4		27	Software\\ASCII\\GITEN_DDS	Software\\ASCII\\GITEN_DDS	
data_06829c	0006829c	0046a69c	.data	28	00445cf2		27	Software\\ASCII\\GITEN_DDS	Software\\ASCII\\GITEN_DDS	
data_0682b8	000682b8	0046a6b8	.data	16	00445d65		15	DevConfig	DevConfig	
data_0683a8	000683a8	0046a7a8	.data	28	00446806		27	DDERR_ALREADYINITIALIZED	DDERR_ALREADYINITIALIZED	
data_0683c4	000683c4	0046a7c4	.data	28	00446830		27	DDERR_CANNOTATTACHSURFACE	DDERR_CANNOTATTACHSURFACE	
data_0683e0	000683e0	0046a7e0	.data	28	00446846		27	DDERR_CANNOTDETACHSURFACE	DDERR_CANNOTDETACHSURFACE	
data_0683fc	000683fc	0046a7fc	.data	24	00446870		23	DDERR_CURRENTLYNOTAVAIL	DDERR_CURRENTLYNOTAVAIL	
data_068414	00068414	0046a814	.data	16	00446886		15	DDERR_EXCEPTION	DDERR_EXCEPTION	
data_068424	00068424	0046a824	.data	16	00446786		15	DDERR_GENERIC	DDERR_GENERIC	
data_068434	00068434	0046a834	.data	20	004468b0		19	DDERR_HEIGHTALIGN	DDERR_HEIGHTALIGN	
data_068448	00068448	0046a848	.data	28	004468c6		27	DDERR_INCOMPATIBLEPRIMARY	DDERR_INCOMPATIBLEPRIMARY	
data_068464	00068464	0046a864	.data	20	004468f0		19	DDERR_INVALIDCAPS	DDERR_INVALIDCAPS	
data_068478	00068478	0046a878	.data	24	00446906		23	DDERR_INVALIDCLIPLIST	DDERR_INVALIDCLIPLIST	
data_068490	00068490	0046a890	.data	20	00446930		19	DDERR_INVALIDMODE	DDERR_INVALIDMODE	
data_0684a4	000684a4	0046a8a4	.data	20	00446946		19	DDERR_INVALIDOBJECT	DDERR_INVALIDOBJECT	
data_0684b8	000684b8	0046a8b8	.data	20	004467f0		19	DDERR_INVALIDPARAMS	DDERR_INVALIDPARAMS	
data_0684cc	000684cc	0046a8cc	.data	28	00446970		27	DDERR_INVALIDPIXELFORMAT	DDERR_INVALIDPIXELFORMAT	
data_0684e8	000684e8	0046a8e8	.data	20	00446986		19	DDERR_INVALIDRECT	DDERR_INVALIDRECT	
